version,1,0.01*
steps,2*

m,1,concrete,10.7,24239*
m,11,steel,1.0E8,210000.0,20.5*
m,12,steel,375,200000,20.5*
m,13,steel,705,210000.0,20.5*
m,14,steel,705,210000.0,20.5*
m,15,steelLinSoft,0.259,24239,2.42*
b,483,ux,0.0*
e,995,bar,284,285,0.035033,15*
e,996,bar,297,298,0.035033,15*
e,997,bar,310,311,0.035033,15*
e,998,bar,323,324,0.035033,15*
e,999,bar,336,337,0.035033,15*
e,1000,bar,349,350,0.035033,15*
e,1001,bar,362,363,0.035033,15*
e,1002,bar,375,376,0.035033,15*
e,1003,bar,401,402,0.045051,15*
e,1004,bar,414,415,0.045051,15*
e,1005,bar,427,428,0.045051,15*
e,1006,bar,440,441,0.045051,15*
e,1007,bar,453,454,0.045051,15*
e,1008,bar,466,467,0.045051,15*
e,1009,bar,479,480,0.045051,15*
e,1010,bar,492,493,0.045051,15*
bar1,mat13,b749,a0.00080425,b750,a0.00080425,b751,a0.00080425,b752,a0.00080425,b753,a0.00080425,b754,a0.00080425,b755,a0.00080425,b756,a0.00080425,b757,a0.00080425,b758,a0.00080425,b759,a0.00080425,b760,a0.00080425,b761,a0.00080425,b762,a0.00080425,b763,a0.00080425,b764,a0.00080425,b765,a0.00080425,b766,a0.00080425,b767,a0.00080425,b768,a0.00080425,b769,a0.00080425,b770,a0.00080425,b771,a0.00080425,b772,a0.00080425,b773,a0.00080425,b774,a0.00080425,b775,a0.00080425,b776,a0.00080425,b777,a0.00080425,b778,a0.00080425,b779,a0.00080425,b780,a0.00080425,b781,a0.00080425,b782,a0.00080425,b783,a0.00080425,b784,a0.00080425,b785,a0.00080425*
bar2,mat13,b786,a0.00080425,b787,a0.00080425,b788,a0.00080425,b789,a0.00080425,b790,a0.00080425,b791,a0.00080425,b792,a0.00080425,b793,a0.00080425,b794,a0.00080425,b795,a0.00080425,b796,a0.00080425,b797,a0.00080425,b798,a0.00080425,b799,a0.00080425,b800,a0.00080425,b801,a0.00080425,b802,a0.00080425,b803,a0.00080425,b804,a0.00080425,b805,a0.00080425,b806,a0.00080425,b807,a0.00080425,b808,a0.00080425,b809,a0.00080425,b810,a0.00080425,b811,a0.00080425,b812,a0.00080425,b813,a0.00080425,b814,a0.00080425,b815,a0.00080425,b816,a0.00080425,b817,a0.00080425,b818,a0.00080425,b819,a0.00080425,b820,a0.00080425,b821,a0.00080425,b822,a0.00080425*
bar3,mat14,b823,a0.00080425,b824,a0.00080425,b825,a0.00080425,b826,a0.00080425,b827,a0.00080425,b828,a0.00080425,b829,a0.00080425,b830,a0.00080425,b831,a0.00080425,b832,a0.00080425,b833,a0.00080425,b834,a0.00080425,b835,a0.00080425,b836,a0.00080425,b837,a0.00080425,b838,a0.00080425,b839,a0.00080425,b840,a0.00080425,b841,a0.00080425,b842,a0.00080425,b843,a0.00080425,b844,a0.00080425,b845,a0.00080425,b846,a0.00080425,b847,a0.00080425,b848,a0.00080425,b849,a0.00080425,b850,a0.00080425,b851,a0.00080425,b852,a0.00080425,b853,a0.00080425,b854,a0.00080425,b855,a0.00080425,b856,a0.00080425,b857,a0.00080425,b858,a0.00080425,b859,a0.00080425*
bar4,mat12,b860,a0.00015394,b861,a0.00015394,b862,a0.00015394,b863,a0.00015394,b864,a0.00015394,b865,a0.00015394,b866,a0.00015394,b867,a0.00015394*
bar5,mat12,b868,a0.00015394,b869,a0.00015394,b870,a0.00015394,b871,a0.00015394,b872,a0.00015394,b873,a0.00015394,b874,a0.00015394,b875,a0.00015394*
bar6,mat12,b876,a0.00015394,b877,a0.00015394,b878,a0.00015394,b879,a0.00015394,b880,a0.00015394,b881,a0.00015394,b882,a0.00015394,b883,a0.00015394*
bar7,mat12,b884,a0.00015394,b885,a0.00015394,b886,a0.00015394,b887,a0.00015394,b888,a0.00015394,b889,a0.00015394,b890,a0.00015394,b891,a0.00015394*
bar8,mat12,b892,a0.00015394,b893,a0.00015394,b894,a0.00015394,b895,a0.00015394,b896,a0.00015394,b897,a0.00015394,b898,a0.00015394,b899,a0.00015394*
bar9,mat12,b900,a0.00015394,b901,a0.00015394,b902,a0.00015394,b903,a0.00015394,b904,a0.00015394,b905,a0.00015394,b906,a0.00015394,b907,a0.00015394*
bar10,mat12,b908,a0.00015394,b909,a0.00015394,b910,a0.00015394,b911,a0.00015394,b912,a0.00015394,b913,a0.00015394,b914,a0.00015394,b915,a0.00015394*
bar11,mat12,b916,a0.00015394,b917,a0.00015394,b918,a0.00015394,b919,a0.00015394,b920,a0.00015394,b921,a0.00015394,b922,a0.00015394,b923,a0.00015394*
bar12,mat12,b924,a0.00015394,b925,a0.00015394,b926,a0.00015394,b927,a0.00015394,b928,a0.00015394,b929,a0.00015394,b930,a0.00015394,b931,a0.00015394*
bar13,mat12,b932,a0.00015394,b933,a0.00015394,b934,a0.00015394,b935,a0.00015394,b936,a0.00015394,b937,a0.00015394,b938,a0.00015394,b939,a0.00015394*
bar14,mat12,b940,a0.00015394,b941,a0.00015394,b942,a0.00015394,b943,a0.00015394,b944,a0.00015394,b945,a0.00015394,b946,a0.00015394,b947,a0.00015394*
bar15,mat12,b948,a0.00015394,b949,a0.00015394,b950,a0.00015394,b951,a0.00015394,b952,a0.00015394,b953,a0.00015394,b954,a0.00015394,b955,a0.00015394*
bar16,mat12,b956,a0.00015394,b957,a0.00015394,b958,a0.00015394,b959,a0.00015394,b960,a0.00015394,b961,a0.00015394,b962,a0.00015394,b963,a0.00015394*
bar17,mat12,b964,a0.00015394,b965,a0.00015394,b966,a0.00015394,b967,a0.00015394,b968,a0.00015394,b969,a0.00015394,b970,a0.00015394,b971,a0.00015394*
bar18,mat12,b972,a0.00015394,b973,a0.00015394,b974,a0.00015394,b975,a0.00015394,b976,a0.00015394,b977,a0.00015394,b978,a0.00015394,b979,a0.00015394*
bar19,mat15,b980,a0.035033*
bar20,mat15,b981,a0.035033*
bar21,mat15,b982,a0.035033*
bar22,mat15,b983,a0.035033*
bar23,mat15,b984,a0.035033*
bar24,mat15,b985,a0.035033*
bar25,mat15,b986,a0.035033*
bar26,mat15,b987,a0.035033*
bar27,mat15,b988,a0.035033*
bar28,mat15,b989,a0.035033*
bar29,mat15,b990,a0.035033*
bar30,mat15,b991,a0.035033*
bar31,mat15,b992,a0.035033*
bar32,mat15,b993,a0.035033*
bar33,mat15,b994,a0.035033*
bar34,mat15,b995,a0.035033*
bar35,mat15,b996,a0.035033*
bar36,mat15,b997,a0.035033*
bar37,mat15,b998,a0.035033*
bar38,mat15,b999,a0.035033*
bar39,mat15,b1000,a0.035033*
bar40,mat15,b1001,a0.035033*
bar41,mat15,b1002,a0.035033*
bar42,mat15,b1003,a0.045051*
bar43,mat15,b1004,a0.045051*
bar44,mat15,b1005,a0.045051*
bar45,mat15,b1006,a0.045051*
bar46,mat15,b1007,a0.045051*
bar47,mat15,b1008,a0.045051*
bar48,mat15,b1009,a0.045051*
bar49,mat15,b1010,a0.045051*
